Date,Open,High,Low,Close,Volume
110/07/06,595,596,589,592,13256
110/07/07,590,594,588,594,17329
110/07/08,595,595,588,588,21561
110/07/09,582,585,580,584,30190
110/07/12,595,597,590,593,31962
110/07/13,600,608,599,607,54352
110/07/14,613,615,608,613,39627
110/07/15,613,614,608,614,22875
